# ENTITIES
entity_name,source_id,graph_data
Apps,chunk-36249177cb5d5f7c720a6f64a0edc813<SEP>chunk-946e2c39d383e3255fe1b3a1508733e8,"{'entity_id': 'Apps', 'entity_type': 'category', 'description': 'Collection of software applications installed on electronic devices.<SEP>List of all installed applications on a device.', 'source_id': 'chunk-36249177cb5d5f7c720a6f64a0edc813<SEP>chunk-946e2c39d383e3255fe1b3a1508733e8', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Apps > App locker,chunk-34426e6693364728fe244fbfe87a0629,"{'entity_id': 'Apps > App locker', 'entity_type': 'subfunction', 'description': 'A tool for securing certain applications with passwords or PINs.', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Attachment icon,chunk-7c7e41b65ef7bcc80c8f1decc9bf2928,"{'entity_id': 'Attachment icon', 'entity_type': 'category', 'description': 'A graphical user interface element that allows users to add files or media content when sending messages.', 'source_id': 'chunk-7c7e41b65ef7bcc80c8f1decc9bf2928', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Audio tests,chunk-c8e8ce97e9623a3206989beb9bb64519,"{'entity_id': 'Audio tests', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'description': 'Standard practice in.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Automatic Detection,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'entity_id': 'Automatic Detection', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'description': 'The algorithm detects the current wearing status and external noise leakage automatically.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Automatic Functionality,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'entity_id': 'Automatic Functionality', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'description': 'Cannot turn earbuds on or off automatically when battery is below 1%', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
"Background Apps""&""Processes",chunk-946e2c39d383e3255fe1b3a1508733e8,"{'entity_id': 'Background Apps""&""Processes', 'entity_type': 'category', 'description': 'Software applications running in the background on electronic devices that may consume system resources.', 'source_id': 'chunk-946e2c39d383e3255fe1b3a1508733e8', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Ballet,chunk-b31736155d9fcbf91049d0a9e73805dc,"{'entity_id': 'Ballet', 'entity_type': 'activity', 'description': 'Ballet is a classical art form involving structured movements, postures, and jumps with gracefulness.', 'source_id': 'chunk-b31736155d9fcbf91049d0a9e73805dc', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery,chunk-748aef9e02744a06105085d3fb0c0fd0<SEP>chunk-124df9689f92596c4fbc5e0e680893f1<SEP>chunk-7c7e41b65ef7bcc80c8f1decc9bf2928<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773<SEP>chunk-abefe8b5c23aeae06eaa603651797d38<SEP>chunk-f522fc3ced3c136bbb28b287f215d20c<SEP>chunk-a79d8dc4ced2f49b73dd01d066a09896<SEP>chunk-8238a048f616eaf02f92d0455ae0f39b,"{'entity_id': 'Battery', 'entity_type': 'category', 'description': ""A battery serves as an essential power source in electronic devices such as smartphones, including models like the Nothing Phone. It acts as an energy storage component that periodically requires charging to ensure optimal performance and longevity of these devices. Specifically designed to store electrical energy for use when connected to an external power source, the battery plays a critical role in any phone's functionality, necessitating attention whenever its charge drops below 15%. As the heart of electronic devices' power system, the battery is responsible for storing and supplying power to various components, ensuring uninterrupted functioning. It is also referred to as the power source in smartphones that stores energy and releases it when needed to power different aspects of the device. Overall, the phone's battery functions as a component that effectively manages and distributes power within the electronic device, guaranteeing seamless operation for its users."", 'source_id': 'chunk-748aef9e02744a06105085d3fb0c0fd0<SEP>chunk-124df9689f92596c4fbc5e0e680893f1<SEP>chunk-7c7e41b65ef7bcc80c8f1decc9bf2928<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773<SEP>chunk-abefe8b5c23aeae06eaa603651797d38<SEP>chunk-f522fc3ced3c136bbb28b287f215d20c<SEP>chunk-a79d8dc4ced2f49b73dd01d066a09896<SEP>chunk-8238a048f616eaf02f92d0455ae0f39b', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Battery Capacity,chunk-2f8202293fdace1a3a66be97a3995370,"{'entity_id': 'Battery Capacity', 'source_id': 'chunk-2f8202293fdace1a3a66be97a3995370', 'description': '10-minute fast charging provides up to 18 hours of continuous music playback with ANC turned off. This suggests a relatively high-capacity battery.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Capacity 5000mAh,chunk-e8ab8b542ad8bdfa536d2314963d9701<SEP>chunk-1d9ff89b42c8123f60ebe4521bfb0cbd,"{'entity_id': 'Battery Capacity 5000mAh', 'entity_type': 'attribute', 'description': ""Battery capacity of 5000mAh indicates the storage ability for power within the phone.<SEP>Describes the total energy storage capacity of Nothing Phone (2a)'s battery. This is measured in milliampere-hours (mAh)."", 'source_id': 'chunk-e8ab8b542ad8bdfa536d2314963d9701<SEP>chunk-1d9ff89b42c8123f60ebe4521bfb0cbd', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Drain,chunk-946e2c39d383e3255fe1b3a1508733e8,"{'entity_id': 'Battery Drain', 'entity_type': 'event', 'description': 'A condition where a battery loses charge more quickly than usual due to system inefficiencies or device usage.', 'source_id': 'chunk-946e2c39d383e3255fe1b3a1508733e8', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Battery Level Display,chunk-26891fa7fbcc5e292dab7ce65ee89518,"{'entity_id': 'Battery Level Display', 'source_id': 'chunk-26891fa7fbcc5e292dab7ce65ee89518', 'description': 'The Nothing X App shows real-time battery level of the charging case and earbuds.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Life,chunk-5712d3b2c04697652ebea3ad203a5e64<SEP>chunk-8464f2a22c355940190a72202a4bd5a3,"{'entity_id': 'Battery Life', 'entity_type': 'category', 'description': 'Battery life refers to the duration for which Nothing Buds can function continuously on a single charge under specific conditions like music mode with ANC/transparency turned off, call mode with ANC turned off, and charging case included.<SEP>The duration that a device can operate on its battery without recharging.', 'source_id': 'chunk-5712d3b2c04697652ebea3ad203a5e64<SEP>chunk-8464f2a22c355940190a72202a4bd5a3', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Battery Life Data,chunk-26891fa7fbcc5e292dab7ce65ee89518,"{'entity_id': 'Battery Life Data', 'source_id': 'chunk-26891fa7fbcc5e292dab7ce65ee89518', 'description': 'The Nothing Ear product has detailed battery life specifications provided in the product information or through the app.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Saver,chunk-d52fb5275de8c3b54cbe38e612348505<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773<SEP>chunk-abefe8b5c23aeae06eaa603651797d38,"{'entity_id': 'Battery Saver', 'entity_type': 'category', 'description': 'A feature or mode within the settings of an electronic device designed to extend battery life during times of low power by reducing performance-intensive processes.<SEP>Battery Saver is a power management feature designed to extend the battery life of mobile devices.<SEP>Battery Saver refers to a feature or tool designed to conserve battery life on mobile devices.', 'source_id': 'chunk-d52fb5275de8c3b54cbe38e612348505<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773<SEP>chunk-abefe8b5c23aeae06eaa603651797d38', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Battery Share,chunk-d52fb5275de8c3b54cbe38e612348505<SEP>chunk-a79d8dc4ced2f49b73dd01d066a09896<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773,"{'entity_id': 'Battery Share', 'entity_type': 'category', 'description': 'Battery Share allows sharing of battery power between devices, usually through wireless charging.<SEP>Battery share is an undocumented feature that allows users to share their battery with others.<SEP>Battery sharing typically involves sharing the charge from one phone to another, most often wirelessly.', 'source_id': 'chunk-d52fb5275de8c3b54cbe38e612348505<SEP>chunk-a79d8dc4ced2f49b73dd01d066a09896<SEP>chunk-eb46e252d3a2a9cb08cfababdb615773', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Battery capacity,chunk-3a9c603ca72c28f9a9a34c1ddfef9b9c,"{'entity_id': 'Battery capacity', 'entity_type': 'product feature', 'description': 'Earbuds have 33mAh battery capacity, while the charging case has a larger capacity for storing and recharging them.', 'source_id': 'chunk-3a9c603ca72c28f9a9a34c1ddfef9b9c', 'file_path': 'unknown_source', 'created_at': 1749262945}"
"Battery capacity 4700mAH"" - ""Chargers with different protocols",chunk-281d19d9c4f252fd5c844c3d467ca398,"{'entity_id': 'Battery capacity 4700mAH"" - ""Chargers with different protocols', 'entity_type': 'hardware""- ""function', 'description': 'The performance of charging is influenced by the battery capacity and the charger protocol compatibility."".', 'source_id': 'chunk-281d19d9c4f252fd5c844c3d467ca398', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery capacity 4700mAh,chunk-281d19d9c4f252fd5c844c3d467ca398,"{'entity_id': 'Battery capacity 4700mAh', 'source_id': 'chunk-281d19d9c4f252fd5c844c3d467ca398', 'description': 'The battery of Phone (2) holds a capacity of 4700mAH."".', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery depleting rate,chunk-c8e8ce97e9623a3206989beb9bb64519,"{'entity_id': 'Battery depleting rate', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'description': 'Reflects usage efficiency and power drain.', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery life,chunk-7c7e41b65ef7bcc80c8f1decc9bf2928,"{'entity_id': 'Battery life', 'entity_type': 'category', 'description': 'The duration of time a device can operate without recharging when in normal use conditions.', 'source_id': 'chunk-7c7e41b65ef7bcc80c8f1decc9bf2928', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery share,chunk-63b51e206cee412c86265f35f8120e9d,"{'entity_id': 'Battery share', 'entity_type': 'category', 'description': 'Battery share is an equipment setting found within smartphone settings for managing and sharing battery power.<SEP>Battery share refers to a feature that allows sharing power between two devices, commonly used in smartphones.', 'source_id': 'chunk-63b51e206cee412c86265f35f8120e9d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery sharing feature,chunk-63b51e206cee412c86265f35f8120e9d,"{'entity_id': 'Battery sharing feature', 'entity_type': 'category', 'description': ""Battery sharing enables devices to share power between each other, particularly useful in emergency situations or when one device's battery is depleted."", 'source_id': 'chunk-63b51e206cee412c86265f35f8120e9d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery status,chunk-f443862ed6a46e95ac18dbc4e38f2090,"{'entity_id': 'Battery status', 'source_id': 'chunk-f443862ed6a46e95ac18dbc4e38f2090', 'description': ""Ear (open)'s battery status can be checked through visual indicators which include red light (less than 30%), white light (more than 30%) and flashing red three times for reset."", 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery status indicator,chunk-3a9c603ca72c28f9a9a34c1ddfef9b9c,"{'entity_id': 'Battery status indicator', 'entity_type': 'component', 'description': 'The charging case uses a white light indicator to provide information about battery charge levels.', 'source_id': 'chunk-3a9c603ca72c28f9a9a34c1ddfef9b9c', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery usage,chunk-9168201d4eac75ddffe0059a4394bb79,"{'entity_id': 'Battery usage', 'entity_type': 'organization', 'description': 'Battery usage in smartphones can be checked through specific app settings to monitor energy consumption from different applications and activities.', 'source_id': 'chunk-9168201d4eac75ddffe0059a4394bb79', 'file_path': 'unknown_source', 'created_at': 1749262945}"
"Battery""&""Life Cycle""&""Consumption Rate",chunk-946e2c39d383e3255fe1b3a1508733e8,"{'entity_id': 'Battery""&""Life Cycle""&""Consumption Rate', 'entity_type': 'category""&""performance""&""feature', 'description': ""The total amount of energy used during the operation of a device's battery until its useful life ends, usually measured in terms of duration or charge cycles; how quickly and over what period a device uses its power source."", 'source_id': 'chunk-946e2c39d383e3255fe1b3a1508733e8', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Bedtime Schedule,chunk-a0028e301a1da668320afc0e2e78601b,"{'entity_id': 'Bedtime Schedule', 'entity_type': 'feature', 'description': 'Bedtime Schedule helps users temporarily disable certain functions during specific times and days to avoid nighttime interruptions.', 'source_id': 'chunk-a0028e301a1da668320afc0e2e78601b', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Belly dance,chunk-b31736155d9fcbf91049d0a9e73805dc,"{'entity_id': 'Belly dance', 'entity_type': 'activity', 'description': 'Belly dancing is a form of expressive art with movements that accentuate the hips and torso.', 'source_id': 'chunk-b31736155d9fcbf91049d0a9e73805dc', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Blocking Contacts Feature,chunk-43c5f3a3b39a02f332e40eef921a1f87,"{'entity_id': 'Blocking Contacts Feature', 'source_id': 'chunk-43c5f3a3b39a02f332e40eef921a1f87', 'description': 'Blocking contacts feature enables users to manage and limit interactions with selected individuals via the phone', 'entity_type': 'UNKNOWN', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Bluetooth,chunk-6a6dc70b538423eed2a153e23decae4c<SEP>chunk-5712d3b2c04697652ebea3ad203a5e64<SEP>chunk-efdc5389f3967066ca146a24ea33b83a,"{'entity_id': 'Bluetooth', 'entity_type': 'category', 'description': 'Bluetooth technology enables short-range wireless communication between devices.<SEP>Bluetooth technology facilitates wireless connection between devices like phones and headphones.<SEP>Bluetooth technology provides wireless connectivity between earbuds and devices.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c<SEP>chunk-5712d3b2c04697652ebea3ad203a5e64<SEP>chunk-efdc5389f3967066ca146a24ea33b83a', 'file_path': 'unknown_source', 'created_at': 1749262937}"
Bluetooth 5.3,chunk-f443862ed6a46e95ac18dbc4e38f2090<SEP>chunk-93607977c7e870361284500bad913d36,"{'entity_id': 'Bluetooth 5.3', 'entity_type': 'technology', 'description': 'A wireless communication standard used in the Neckband Pro to connect with devices such as smartphones and computers.<SEP>Bluetooth 5.3 supports Ear (open) which enables stable connectivity with devices.', 'source_id': 'chunk-f443862ed6a46e95ac18dbc4e38f2090<SEP>chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source', 'created_at': 1749262937}"
